Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Dead,Injured,Affected
1970-0019-TUR,1970,19,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Gediz,0,0,0,Yes,0,0,0,7,Richter,39.098,29.570,0,0,1970,3,28,1970,3,28,1086,2776,80672,0,83448,0,0,55600,15.1863354613098,RED,RED,RED
1970-0133-PER,1970,133,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Peru,PER,South America,Americas,"Panao, Chaclla, Quero, Ayllamarca, La Linda",0,0,0,0,0,0,0,5,Richter,-9.9,-75.6,06:17,0,1970,2,14,1970,2,14,12,0,0,0,0,0,0,0,15.1863354613098,BLUE,GREEN,GREEN
1970-0134-TUR,1970,134,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Turkey,TUR,Western Asia,Asia,"Demirci, Manisa",0,0,0,0,0,0,0,6,Richter,39.1,28.7,12:01,0,1970,4,23,1970,4,23,0,43,750,0,793,0,0,0,15.1863354613098,GREEN,BLUE,RED
1971-0042-CHL,1971,42,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Chile,CHL,South America,Americas,"Valparaiso, Salamnca, Coquimbo",0,Tsunami/Tidal wave,0,Yes,0,0,0,8,Richter,-32.601,-71.076,00:03,0,1971,7,9,1971,7,9,85,451,2348522,0,2348973,0,0,236400,15.8382546266338,ORANGE,RED,RED
1971-0014-ITA,1971,14,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Italy,ITA,Southern Europe,Europe,Toscana,0,0,0,0,0,0,0,5,Richter,42.5,11.8,15:00,0,1971,2,6,1971,2,6,22,100,4120,0,4220,0,0,41600,15.8382546266338,BLUE,YELLOW,RED
1971-0030-TUR,1971,30,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Burdur,0,0,0,0,0,0,0,6,Richter,37.6,29.8,09:25,0,1971,5,12,1971,5,12,57,0,0,0,0,0,0,0,15.8382546266338,ORANGE,GREEN,GREEN
1971-0034-TUR,1971,34,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,"Bingol, Erzincan",0,0,0,Yes,0,0,0,7,Richter,38.934,40.653,19:43,0,1971,5,22,1971,5,22,878,1200,60000,27465,88665,0,0,5000,15.8382546266338,RED,RED,RED
1971-0016-USA,1971,16,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,United States of America (the),USA,Northern America,Americas,San Fernando (Los Angeles),0,0,0,0,0,0,0,7,Richter,34.416,-118.37,06:00,0,1971,2,9,1971,2,9,65,2000,0,0,2000,0,35000,553000,15.8382546266338,ORANGE,RED,RED
1971-0140-IDN,1971,140,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Buaran, Bantar Kawsun, Jipang (Java)",0,0,0,0,0,0,0,5,Richter,-7.2,109.1,21:44,0,1971,6,16,1971,6,16,1,6,6885,0,6891,0,0,0,15.8382546266338,GREEN,GREEN,RED
1972-0027-IRN,1972,27,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Qir, Karzin, Jahrom, Firuzabad (Southwest Iran)",0,0,0,Yes,0,0,0,7,Richter,28.415,52.765,05:36,0,1972,4,10,1972,4,10,5057,1332,22126,0,23458,0,0,1000,16.3565247541826,RED,RED,RED
1972-0084-ITA,1972,84,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Italy,ITA,Southern Europe,Europe,Ancona,0,0,0,0,0,0,0,5,Richter,43.8,13.3,03:42,0,1972,2,4,1972,2,4,1,0,450,0,450,0,0,0,16.3565247541826,GREEN,GREEN,RED
1972-0067-NIC,1972,67,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Nicaragua,NIC,Central America,Americas,Managua,0,0,0,Yes,0,0,0,6,Richter,12.184,-86.223,00:29,0,1972,12,23,1972,12,23,10000,20000,400000,300000,720000,0,100000,845000,16.3565247541826,RED,RED,RED
1972-0132-PAK,1972,132,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Pakistan,PAK,Southern Asia,Asia,"Tangir, Gupis, Rawalpindi, Peshawar",0,0,0,0,0,0,0,6,Richter,36,73.4,21:48,0,1972,9,3,1972,9,3,100,0,5000,0,5000,0,0,0,16.3565247541826,ORANGE,GREEN,RED
1972-0024-PER,1972,24,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Peru,PER,South America,Americas,"Juanjui, Tarapoto",0,0,0,Yes,0,0,0,6,Richter,-6.855,-76.726,02:33,0,1972,3,20,1972,3,20,12,0,1500000,75000,1575000,0,0,20000,16.3565247541826,BLUE,GREEN,RED
1972-0151-AFG,1972,151,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Afghanistan,AFG,Southern Asia,Asia,"Sarsangi, Narin counties (Hindu Kush region)",0,0,0,0,0,0,0,6,Richter,36.278,69.681,19:59,0,1972,6,24,1972,6,24,11,15,0,0,15,0,0,0,16.3565247541826,BLUE,GREEN,GREEN
1972-0150-ITA,1972,150,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDam,Italy,ITA,Southern Europe,Europe,Ancona,0,0,0,0,0,0,0,4,Richter,43.8,13.3,16:06,0,1972,6,21,1972,6,21,2,0,0,0,0,0,0,300000,16.3565247541826,GREEN,GREEN,GREEN
1973-0024-CRI,1973,24,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Costa Rica,CRI,Central America,Americas,"South Laguna Arenal, Tilaran, Arenal, Rio Chiquito",0,0,0,Yes,0,0,0,7,Richter,10.679,-84.759,02:34,0,1973,4,14,1973,4,14,21,98,3563,84,3745,0,0,200,17.3669860176555,BLUE,YELLOW,RED
1973-0014-MEX,1973,14,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Mexico,MEX,Central America,Americas,"Michoacan, Colima",0,0,0,0,0,0,0,8,Richter,18.481,-102.996,15:01,0,1973,1,30,1973,1,30,56,390,0,0,390,0,0,0,17.3669860176555,ORANGE,RED,RED
1973-0035-MEX,1973,35,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Mexico,MEX,Central America,Americas,"Puebla, Veracrur, Mexico city",0,0,0,0,0,0,0,7,Richter,18.267,-96.598,03:50,0,1973,8,28,1973,8,28,500,0,0,0,0,0,0,0,17.3669860176555,RED,GREEN,GREEN
1973-0017-PHL,1973,17,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Luzon, Tablas Is., Quezon city, Calaug, Lopez, Guiayangan",0,0,0,0,0,0,0,7,Richter,13.372,122.787,16:30,0,1973,3,17,1973,3,17,14,64,0,0,64,0,0,450,17.3669860176555,BLUE,YELLOW,BLUE
1973-0150-JPN,1973,150,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDam,Japan,JPN,Eastern Asia,Asia,Hokkaido Isl.,0,Tsunami/Tidal wave,0,0,0,0,0,8,Richter,43.233,145.785,12:55,0,1973,6,17,1973,6,17,0,27,0,0,27,0,0,5000,17.3669860176555,GREEN,BLUE,GREEN
1973-0147-CHN,1973,147,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Western Sichuan,0,0,0,0,0,0,0,7,Richter,31.398,100.581,17:37,0,1973,2,6,1973,2,6,0,0,0,840,840,0,0,0,17.3669860176555,GREEN,GREEN,RED
1973-0148-USA,1973,148,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDam,United States of America (the),USA,Northern America,Americas,Oxnard (California),0,0,0,0,0,0,0,6,Richter,34.1,-119,06:45,0,1973,2,21,1973,2,21,0,0,0,0,0,0,0,1000,17.3669860176555,GREEN,GREEN,GREEN
1973-0149-USA,1973,149,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDam,United States of America (the),USA,Northern America,Americas,Hilo (Hawai),0,0,0,0,0,0,0,7,Richter,19.936,-155.098,10:26,0,1973,4,26,1973,4,26,0,11,0,0,11,0,0,5750,17.3669860176555,GREEN,GREEN,GREEN
1974-0025-CHN,1974,25,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,"Yunnan, Sichuan",0,0,0,0,0,0,0,7,Richter,28.4,104.1,02:25,0,1974,5,11,1974,5,11,20000,0,0,0,0,0,0,0,19.2868744704009,RED,GREEN,GREEN
1974-0026-JPN,1974,26,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Japan,JPN,Eastern Asia,Asia,"Izu-Hanto, Nakagi",0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,34.522,138.74,08:33,0,1974,5,9,1974,5,9,30,73,0,0,73,0,0,0,19.2868744704009,BLUE,YELLOW,BLUE
1974-0063-PAK,1974,63,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Pakistan,PAK,Southern Asia,Asia,"North Indus R. Valley, Balakot, Patan",0,Tsunami/Tidal wave,0,Yes,0,0,0,6,Richter,35.1,72.9,17:28,0,1974,12,28,1974,12,28,4700,15000,30000,5200,50200,0,0,3255,19.2868744704009,RED,RED,RED
1974-0050-PER,1974,50,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Peru,PER,South America,Americas,"Lima area, Calleo",0,Tsunami/Tidal wave,0,Yes,0,0,0,8,Richter,-12.265,-77.795,01:21,0,1974,10,4,1974,10,4,78,2414,41260,0,43674,0,0,10000,19.2868744704009,ORANGE,RED,RED
1974-0170-COL,1974,170,Natural,Geophysical,Earthquake,0,0,0,Kill,Colombia,COL,South America,Americas,"Bogota, Cali, Pereira",0,0,0,0,0,0,0,7,Richter,7.747,-77.688,20:18,0,1974,7,12,1974,7,12,11,0,0,0,0,0,0,0,19.2868744704009,BLUE,GREEN,GREEN
1974-0169-PER,1974,169,Natural,Geophysical,Earthquake,0,0,0,Kill,Peru,PER,South America,Americas,"Lima, Vauyos",0,0,0,0,0,0,0,6,Richter,-12.299,-76.352,03:33,0,1974,1,5,1974,1,5,10,0,0,0,0,0,0,0,19.2868744704009,GREEN,GREEN,GREEN
1975-0017-CHN,1975,17,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Anshan Liaoning province,0,0,0,0,0,0,0,7,Richter,40.641,122.58,20:06,0,1975,2,4,1975,2,4,2000,0,0,0,0,0,0,0,21.0503075151625,RED,GREEN,GREEN
1975-0014-IND,1975,14,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,India,IND,Southern Asia,Asia,"Kinnaur district, Kashmir; Himachal Pradesh",0,0,0,0,0,0,0,7,Richter,32.455,78.43,13:32,0,1975,1,19,1975,1,19,47,0,0,0,0,0,0,0,21.0503075151625,YELLOW,GREEN,GREEN
1975-0043-SLB,1975,43,Natural,Geophysical,Earthquake,Tsunami,0,0,Kill,Solomon Islands,SLB,Melanesia,Oceania,Torkina,0,0,0,0,0,0,0,8,Richter,-7.104,155.152,06:54,0,1975,7,21,1975,7,21,200,0,0,0,0,0,0,0,21.0503075151625,RED,GREEN,GREEN
1975-0053-TUR,1975,53,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,"Hazro, Hani, Kulp,Lice",0,0,0,Yes,0,0,0,7,Richter,38.474,40.723,12:20,0,1975,9,6,1975,9,6,2385,3372,50000,0,53372,0,0,17000,21.0503075151625,RED,RED,RED
1975-0155-USA,1975,155,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,United States of America (the),USA,Northern America,Americas,Pocatello valley (Idaho),0,0,0,0,0,0,0,6,Richter,42.06,-122.55,20:31,0,1975,3,27,1975,3,27,0,0,1560,0,1560,0,0,1000,21.0503075151625,GREEN,GREEN,RED
1976-0028-AFG,1976,28,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Afghanistan,AFG,Southern Asia,Asia,Shamagan province (Hindu Kush),0,0,0,0,0,0,0,6,Richter,36.61,67.79,17:33,0,1976,3,19,1976,3,19,50,0,90000,0,90000,0,0,0,22.259601389149,YELLOW,GREEN,RED
1976-0050-CHN,1976,50,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,"Tangshan, Pek.,Tientsin",0,0,0,0,0,0,0,8,Richter,39.57,117.978,03:42,0,1976,7,28,1976,7,28,242000,164000,0,0,164000,0,0,5600000,22.259601389149,RED,RED,RED
1976-0055-CHN,1976,55,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,China,CHN,Eastern Asia,Asia,"Szechwan, Chengtu",0,0,0,0,No,No,0,0,Richter,30.37 ,104.06 ,0,0,1976,8,16,1976,8,16,0,0,0,0,0,0,0,0,22.259601389149,GREEN,GREEN,GREEN
1976-0026-CUB,1976,26,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Cuba,CUB,Caribbean,Americas,Camaron area,0,0,0,0,No,No,0,0,Richter,,,0,0,1976,2,19,1976,2,19,1,8,0,0,8,0,0,0,22.259601389149,GREEN,GREEN,GREEN
1976-0033-ECU,1976,33,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Ecuador,ECU,South America,Americas,Esmeraldas,0,0,0,Yes,0,0,0,7,Richter,0.782,79.804,02:08,0,1976,4,9,1976,4,9,10,0,0,0,0,0,0,4000,22.259601389149,GREEN,GREEN,GREEN
1976-0068-ECU,1976,68,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Ecuador,ECU,South America,Americas,Cotopaxi Pinchincha province,0,0,0,0,No,No,0,0,Richter,0.14 ,78.30 ,0,0,1976,10,4,1976,10,4,10,0,0,20000,20000,0,0,20000,22.259601389149,GREEN,GREEN,RED
1976-0024-GTM,1976,24,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Guatemala,GTM,Central America,Americas,"Guatemala city, Chimaltenango",0,0,0,Yes,0,0,0,8,Richter,15.324,-89.101,03:01,0,1976,2,4,1976,2,4,23000,77000,3750000,1166000,4993000,0,0,1000000,22.259601389149,RED,RED,RED
1976-0043-IDN,1976,43,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Wanena Region (Irian Jaya),0,0,0,Yes,0,0,0,7,Richter,-4.603,140.091,02:18,0,1976,6,26,1976,6,26,420,0,15000,0,15000,0,0,25000,22.259601389149,RED,GREEN,RED
1976-0047-IDN,1976,47,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Bali,0,0,0,Yes,0,0,0,7,Richter,-8.17,114.888,14:13,0,1976,7,14,1976,7,14,573,4755,450000,0,454755,0,0,195000,22.259601389149,RED,RED,RED
1976-0071-IDN,1976,71,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Irian Jaya, Jayawijaya (New guinea)",0,0,0,0,0,0,0,7,Richter,-4.517,139.918,09:51,0,1976,10,29,1976,10,29,133,0,7000,0,7000,0,0,0,22.259601389149,RED,GREEN,RED
1976-0054-PHL,1976,54,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Gulf of Moro, Sulu (Mindanao)",0,Tsunami/Tidal wave,0,Yes,0,0,0,8,Richter,6.262,124.023,00:11,0,1976,8,17,1976,8,17,6000,6348,175000,0,181348,0,0,134000,22.259601389149,RED,RED,RED
1976-0072-IRN,1976,72,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,South Khorasan province,0,0,0,0,0,0,0,6,Richter,33.8,59.15,07:30,0,1976,11,6,1976,11,6,16,0,0,0,0,0,0,0,22.259601389149,BLUE,GREEN,GREEN
1976-0020-ISL,1976,20,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Iceland,ISL,Northern Europe,Europe,Kopasker,0,0,0,0,0,0,0,6,Richter,66.157,-16.582,13:29,0,1976,1,13,1976,1,13,1,6,0,0,6,0,0,0,22.259601389149,GREEN,GREEN,GREEN
1976-0037-ITA,1976,37,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Italy,ITA,Southern Europe,Europe,Friuli region,0,0,0,0,0,0,0,7,Richter,46.356,13.275,21:00,0,1976,5,6,1976,5,6,922,1750,111472,105000,218222,0,0,3600000,22.259601389149,RED,RED,RED
1976-0195-ITA,1976,195,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Italy,ITA,Southern Europe,Europe,Friuli,0,0,0,Yes,No,No,0,0,Richter,,,0,0,1976,9,9,1976,9,9,12,0,0,32000,32000,0,0,0,22.259601389149,BLUE,GREEN,RED
1976-0021-NZL,1976,21,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,New Zealand,NZL,Australia and New Zealand,Oceania,"Kermandec Is., Raoul",0,0,0,0,0,0,0,8,Richter,-28.427,-177.657,04:47,0,1976,1,15,1976,1,15,0,0,0,0,0,0,0,0,22.259601389149,GREEN,GREEN,GREEN
1976-0039-SUN,1976,39,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Soviet Union,SUN,Russian Federation,Europe,"Gazli, Bukhara (Uzbekistan)",0,0,0,0,0,0,0,7,Richter,40.381,63.472,07:58,0,1976,5,17,1976,5,17,0,0,0,0,0,0,0,85000,22.259601389149,GREEN,GREEN,GREEN
1976-0029-TUR,1976,29,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Turkey,TUR,Western Asia,Asia,0,0,0,0,0,0,0,0,5,Richter,41.13,43.01,14:55,0,1976,3,25,1976,3,25,2,6,0,0,6,0,0,0,22.259601389149,GREEN,GREEN,GREEN
1976-0056-TUR,1976,56,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Turkey,TUR,Western Asia,Asia,Denizli,0,0,0,0,0,0,0,5,Richter,37.7,28.89,04:12,0,1976,8,19,1976,8,19,4,50,0,9000,9050,0,0,0,22.259601389149,GREEN,BLUE,RED
1976-0075-TUR,1976,75,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Muradiye,0,0,0,Yes,0,0,0,7,Richter,39.121,44.029,15:22,0,1976,11,24,1976,11,24,3840,15000,150000,51000,216000,0,0,25000,22.259601389149,RED,RED,RED
1976-0196-ITA,1976,196,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Italy,ITA,Southern Europe,Europe,Northeastern,0,0,0,0,0,0,0,0,Richter,46.302,13.197,05:15,0,1976,9,15,1976,9,15,11,0,0,0,0,0,0,0,22.259601389149,BLUE,GREEN,GREEN
1977-0106-IDN,1977,106,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Sumbaya, Lombok, Sumba (Nusa Tengarra Is.)",0,Tsunami/Tidal wave,0,0,0,0,0,8,Richter,-11.164,118.378,0,0,1977,8,19,1977,8,19,185,75,3900,0,3975,0,0,1200,23.7068509965271,RED,YELLOW,RED
1977-0137-ARG,1977,137,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Argentina,ARG,South America,Americas,"Cardoba, Buenos Aires, Caucete, Bragado San Juan province",0,0,0,0,0,0,0,7,Richter,-31.028,-67.767,06:26,0,1977,11,23,1977,11,23,70,100,0,40000,40100,0,0,80000,23.7068509965271,ORANGE,YELLOW,RED
1977-0048-BGR,1977,48,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Bulgaria,BGR,Eastern Europe,Europe,"Svishtov, Ruse",0,0,0,0,No,No,0,6,Richter,45.77 ,26.76 ,0,0,1977,3,4,1977,3,4,20,165,0,0,165,0,0,0,23.7068509965271,BLUE,ORANGE,YELLOW
1977-0251-IDN,1977,251,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Indonesia,IDN,South-Eastern Asia,Asia,East Timor,0,0,0,0,No,No,0,0,Richter,,,0,0,1977,8,27,1977,8,27,2,25,0,0,25,0,0,0,23.7068509965271,GREEN,BLUE,GREEN
1977-0059-SLB,1977,59,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Solomon Islands,SLB,Melanesia,Oceania,"Guadalcanal, Honiara",0,Tsunami/Tidal wave,"Slide (land, mud, snow, rock)",0,0,0,0,7,Richter,-9.828,160.323,10:10,0,1977,4,21,1977,4,21,34,1,1000,0,1001,0,0,0,23.7068509965271,YELLOW,GREEN,RED
1977-0051-IRN,1977,51,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bandar Abbas area,0,0,0,0,0,0,0,7,Richter,27.609,56.393,00:48,0,1977,3,22,1977,3,22,167,556,20126,0,20682,0,0,0,23.7068509965271,RED,RED,RED
1977-0057-IRN,1977,57,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Shahr Kord; Naghan, Ardal, Jaghdan, Dastgerd, Kordan, Sarmur",0,0,0,0,0,0,0,6,Richter,31.98,50.68,17:06,0,1977,4,7,1977,4,7,352,200,400000,0,400200,0,0,0,23.7068509965271,RED,ORANGE,RED
1977-0071-IRN,1977,71,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Makhmur, Ilchi",0,0,0,0,0,0,0,5,Richter,38.934,44.38,04:45,0,1977,5,26,1977,5,26,3,9,0,0,9,0,0,0,23.7068509965271,GREEN,GREEN,GREEN
1977-0140-IRN,1977,140,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Hormozgan,0,0,0,0,No,No,0,5,Richter,27.69 ,56.57 ,0,0,1977,12,10,1977,12,10,3,15,0,0,15,0,0,0,23.7068509965271,GREEN,GREEN,GREEN
1977-0142-IRN,1977,142,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Sarasiyab, Gish, Bab-Tangal villages (Kerman province)",0,0,0,0,0,0,0,6,Richter,30.95,56.47,03:04,0,1977,12,20,1977,12,20,589,500,0,0,500,0,0,0,23.7068509965271,RED,RED,RED
1977-0050-PHL,1977,50,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Cagayan (N.E. Luzon),0,0,0,0,0,0,0,7,Richter,16.773,122.327,05:43,0,1977,3,19,1977,3,19,1,30,60000,0,60030,0,0,100,23.7068509965271,GREEN,BLUE,RED
1977-0048-ROU,1977,48,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Romania,ROU,Eastern Europe,Europe,Bucharest,0,0,0,Yes,0,0,0,8,Richter,45.772,26.761,21:21,0,1977,3,4,1977,3,4,1641,11300,200000,175000,386300,0,0,2000000,23.7068509965271,RED,RED,RED
1977-0078-TON,1977,78,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Tonga,TON,Polynesia,Oceania,Tongatapu,0,0,0,Yes,0,0,0,7,Richter,-22.878,-175.9,01:08,0,1977,6,23,1977,6,23,1,5,5000,500,5505,0,0,1200,23.7068509965271,GREEN,GREEN,RED
1977-0052-TUR,1977,52,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Turkey,TUR,Western Asia,Asia,"Lice-Palu, Elazig Province",0,0,0,0,0,0,0,5,Richter,38.56,40.02,05:39,0,1977,3,25,1977,3,25,30,0,0,0,0,0,0,0,23.7068509965271,BLUE,GREEN,GREEN
1977-0254-SLB,1977,254,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Solomon Islands,SLB,Melanesia,Oceania,0,0,0,0,0,0,0,0,8,Richter,-9.965,160.731,15:24,0,1977,4,21,1977,4,21,18,1,0,0,1,0,0,0,23.7068509965271,BLUE,GREEN,GREEN
1978-0081-GRC,1978,81,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Greece,GRC,Southern Europe,Europe,Thessaloniki area,0,0,0,0,0,0,0,6,Richter,40.739,23.229,22:03,0,1978,6,20,1978,6,20,50,100,600000,0,600100,0,0,250000,25.5159153234703,YELLOW,YELLOW,RED
1978-0027-JPN,1978,27,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Japan,JPN,Eastern Asia,Asia,"Oshima, Yokohama, Tokkaido",0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,34.809,139.259,12:24,0,1978,1,14,1978,1,14,25,129,1632,255,2016,0,0,0,25.5159153234703,BLUE,ORANGE,RED
1978-0057-ITA,1978,57,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Italy,ITA,Southern Europe,Europe,Sicily,0,0,0,0,0,0,0,6,Richter,38.391,15.066,00:33,0,1978,4,16,1978,4,16,5,0,900,0,900,0,0,0,25.5159153234703,GREEN,GREEN,RED
1978-0080-JPN,1978,80,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Japan,JPN,Eastern Asia,Asia,Sendai (Near Esat coast of Honshu),0,0,0,0,0,0,0,8,Richter,38.19,142.028,17:14,0,1978,6,12,1978,6,12,28,500,2000,0,2500,0,2000,865000,25.5159153234703,BLUE,RED,RED
1978-0113-DFR,1978,113,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Germany Fed Rep,DFR,Western Europe,Europe,Swabian Alb,0,0,0,0,0,0,0,6,Richter,48.29,9.01,06:08,0,1978,9,3,1978,9,3,0,35,0,200,235,0,0,150000,25.5159153234703,GREEN,BLUE,ORANGE
1978-0115-IRN,1978,115,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Tabas (Khorasan province),0,0,0,0,0,0,0,7,Richter,33.386,57.434,19:04,0,1978,9,16,1978,9,16,25000,0,40000,0,40000,0,0,50000,25.5159153234703,RED,GREEN,RED
1978-0141-IRN,1978,141,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Izeh, Masjed-e-Soleyman",0,0,0,0,0,0,0,6,Richter,32.14,49.65,10:35,0,1978,12,14,1978,12,14,45,52,0,0,52,0,0,0,25.5159153234703,YELLOW,YELLOW,BLUE
1978-0135-MEX,1978,135,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Mexico,MEX,Central America,Americas,"Mexico city, Oaxaca",0,0,0,0,0,0,0,8,Richter,16.01,-96.591,13:52,0,1978,11,29,1978,11,29,9,100,3750,0,3850,0,0,0,25.5159153234703,GREEN,YELLOW,RED
1978-0263-TUR,1978,263,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Turkey,TUR,Western Asia,Asia,"Pulumur, Erzincan",0,0,0,0,0,0,0,5,Richter,36.69,39.79,06:17,0,1978,2,15,1978,2,15,0,20,125,2500,2645,0,0,0,25.5159153234703,GREEN,GREEN,RED
1979-0094-GTM,1979,94,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Guatemala,GTM,Central America,Americas,"Santa Rosa, Jutiapia provinces",0,"Slide (land, mud, snow, rock)",0,0,0,0,0,5,Richter,14.321,-90.082,01:49,0,1979,10,9,1979,10,9,0,40,2000,0,2040,0,0,0,28.3875988971359,GREEN,BLUE,RED
