Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,Dead
1.450480448,125926.4113,6.9,-0.052451377,50.78273297,BLUE
1.996157673,643.3348773,6.098847302,5.622999938,12.27650009,BLUE
1.174584336,387.0770901,3.887292168,63.82417192,30.41343282,BLUE
1.155128652,44278.6603,5.562051461,85.21390914,15.45267887,BLUE
1,60883.44913,5.7,19.71319115,21.39696828,BLUE
1,80897.9599,5.661361919,106.9925489,39.97188328,BLUE
1.466372043,55239.12459,5.746195269,25.2803184,4.684068331,BLUE
1.905082063,7722.47344,6.191180539,35.76802603,43.60771778,BLUE
1.001107388,427690.2427,7.199778522,85.64177145,56.89184227,BLUE
1,33969.74797,5.36532785,-13.27556871,37.99971125,BLUE
1,28644.59377,6.423002303,117.6139324,-20.6116036,BLUE
1.596667473,17465.30519,6.40999758,66.80156252,25.10585831,BLUE
1.070988364,47159.99773,5.757406981,19.90119552,38.30347518,BLUE
1,15155.01955,5.69976283,-152.4765063,61.21929188,BLUE
1.758503515,47087.24236,6.248299297,1.372642125,40.42034904,BLUE
1.479824587,19846.6331,6.683859669,21.30375068,-1.116177362,BLUE
1.411191518,4734.550168,4.95231067,-35.37984336,26.55079785,BLUE
1.934959665,53637.59239,6.930895129,101.9188005,28.81269865,BLUE
1,689.4664866,3.335881423,-155.4501114,58.52226044,BLUE
1,1110.920974,5.027914635,42.36595841,24.885283,BLUE
1,835.4523075,5.586336229,24.33051023,28.88776965,BLUE
1.283090346,7357.091754,5.275743313,64.19826633,35.56110107,BLUE
1,4380.560277,5.8,65.36369024,21.21538604,BLUE
1,2718.345802,4.485210407,3.478334843,21.45235246,BLUE
1,1868.56332,4.491183638,-18.70872316,23.4822565,BLUE
1,16877.25574,4.505752578,-80.47330579,42.11715777,BLUE
1.117823307,49100.74316,5.6,18.37683318,14.97627351,BLUE
1.623743085,622.7616855,5.64748617,8.665074069,21.3223044,BLUE
1.118848688,124920.455,6.518848688,11.95115976,26.20459611,BLUE
1.019469008,4711.127206,4.105132645,63.69946637,32.35302019,BLUE
1.162880372,730.3002263,4.70720093,21.0394004,40.82419909,BLUE
1,1011.976642,3.26633166,60.33499528,36.62551105,BLUE
1.436604649,27432.94557,5.8,40.02328724,10.9612391,BLUE
1.375385952,62907.12331,6.163078928,34.04614269,14.787803,BLUE
1.864433247,65734.78092,6.964433247,15.93916728,20.35168721,BLUE
1.206531747,5449.152443,4.943514288,2.601991526,24.92609227,BLUE
1,817902.0368,7.10952481,-10.02077156,1.559395597,BLUE
1.009320843,17432.05619,5.695339579,-73.97771306,-5.362613839,BLUE
1,34925.58118,5.351346033,-75.41082229,17.71889988,BLUE
1,1799.026852,4.723082478,16.77063945,17.23690417,BLUE
1.707397,44623.90098,5.9292603,35.12371255,39.88655494,BLUE
1,879.7158629,5.44492266,60.4921167,28.07033809,BLUE
1,709.5869483,4.322887546,21.4540393,41.32057731,BLUE
1.596851877,35136.84074,5.796851877,-25.33883466,35.27510182,BLUE
1.035908951,427586.6603,7.171272839,80.32964548,54.6608526,BLUE
1,29265.35905,6.436225568,-59.35935003,-16.35304744,BLUE
1,837.1370078,5.308474693,14.57273531,28.3056974,BLUE
2,112374.1616,6.74169676,52.06174155,-4.714273666,BLUE
1.394182051,234922.1212,6.694182051,94.69574402,25.93162937,BLUE
1,332.5463098,4.293009775,120.8325515,14.57330246,BLUE
1,32696.94569,5.392447163,82.29826137,27.21169099,BLUE
1,92032.92753,5.470098214,17.01107306,-4.031907647,BLUE
1.80441406,5932.437258,4.530289069,14.17025604,23.64792105,BLUE
1.284899839,227556.1456,6.728489984,77.73649701,29.80224478,BLUE
1,17106.71713,4.988210137,-79.98023478,22.72305157,BLUE
1,19716.77968,6.773326002,80.4222846,26.0948295,BLUE
1.545235657,47192.58175,6.290952869,5.435919446,29.42594314,BLUE
1,57135.40006,5.93495726,24.95235194,4.268011193,BLUE
1.677531614,97.69230054,3.022468386,-22.81249915,-14.34632388,BLUE
1.373122618,4504.482539,5.898498095,-63.26313033,38.21696167,BLUE
1.470845993,18479.8947,5.611661603,36.86764829,-4.762705388,BLUE
1,2740.572538,5.399585781,13.03372223,32.0796375,BLUE
1.500359446,13142.5786,6.750107834,4.281347931,33.39423039,BLUE
1.309116023,70193.95488,5.616381216,10.62970206,22.2590331,BLUE
1.348567903,464.8527728,4.205728388,62.84692596,1.008390484,BLUE
1.175680522,22040.98855,5.129727791,88.36532682,14.68194353,BLUE
1.5,18435.30771,5.489884715,29.09956979,-5.919038619,BLUE
1,12875.42672,6.037517373,118.6666555,36.0233798,BLUE
1.635940327,19668.99396,7.25391049,-60.99346959,7.877028088,BLUE
1,2769.86451,4.421256191,9.141410451,12.23716534,BLUE
1.17935601,232761.5165,6.389678005,32.89423837,15.99013438,BLUE
1,34628.88051,5.470513915,-91.00863912,19.33240109,BLUE
1.5,164970.28,7.072414004,15.40480173,-1.417285248,BLUE
1.166119704,4611.223907,5.965463349,90.21735097,18.09477256,BLUE
1.5,372896.0213,6.951210124,64.66458797,21.76540189,BLUE
1.084864214,18061.22595,5.952755586,15.97149204,33.28320016,BLUE
1,61461.40762,5.601914487,45.88540972,13.99628017,BLUE
1.779102586,5798.934183,4.122089741,1.073927136,19.92350136,BLUE
1,18306.48892,6.04387897,69.59379962,32.48201996,BLUE
1,13196.64993,6.419783742,-18.31153257,38.43520624,BLUE
1.919077487,46818.54855,5.416184503,77.5159022,17.09327525,BLUE
1.401405467,177633.3468,6.519718907,93.30372534,-16.93220637,BLUE
1.039079853,42426.8854,5.803907985,4.353076289,7.058645964,BLUE
1.464064921,168579.9364,6.185625968,84.3025742,14.1750639,BLUE
1,27479.75249,5.44654869,97.78871495,-30.06915861,BLUE
1,26803.04839,6.1971692,53.87794157,3.13095782,BLUE
1.153691043,3224.411078,4.484630896,-2.095610166,-0.604200721,BLUE
1,292.4901789,3.616171573,85.54432276,6.362662826,BLUE
1.361493738,1339.472759,5.455402505,33.53843809,1.297846277,BLUE
1,6497.354563,6.005569015,-9.877977497,-28.6954181,BLUE
1.291595402,1853.96533,4.966552643,-34.03625755,34.32707665,BLUE
1.5,18362.54067,5.362863928,17.71504597,-4.449376361,BLUE
1,118187.952,9.696361628,30.28591951,0.949061855,BLUE
1,3538.609221,4.841591482,85.84021473,50.53658142,BLUE
1,117241.7479,11.23493242,39.56851894,-3.522537642,BLUE
1,32230.08152,5.169334058,105.3651444,16.17516696,BLUE
1.457717311,39017.86088,5.818391529,11.50088534,-1.573084426,BLUE
1,4378.90854,5.878630609,89.973951,23.20121651,BLUE
1,14492.42616,4.707124295,-3.178475232,23.46344578,BLUE
1,133.6708608,3.711708518,22.07611075,8.569637099,BLUE
1.65904541,83.93126721,2.529522705,-82.39855104,-8.528537063,BLUE
1.788768169,750.2130253,6.673260901,115.1676848,19.36692196,BLUE
1,36660.29796,5.805504753,18.99167269,25.31055655,BLUE
1,383.0863056,3.856953282,59.5447454,29.59214154,BLUE
1.196653585,231915.5969,6.639330717,93.72891934,23.95064398,BLUE
1.737426086,44454.5363,5.742455651,53.22373877,23.70764324,BLUE
1.286519549,27289.57496,5.443259774,94.19018931,-32.65697931,BLUE
1,34297.80999,5.380264031,6.780303911,22.46531885,BLUE
1,124920.3785,6.4,-74.21770678,-11.39373978,BLUE
1,1218.051369,5.066971394,15.77369746,21.96624596,BLUE
1.051317067,395.9195907,3.779473173,52.00991262,27.79590801,BLUE
1.622630534,3230.455708,4.437736947,-47.41364119,23.69096343,BLUE
1,82462.00866,6.270720881,16.14111713,4.713910686,BLUE
1,917.7499167,3.883518083,72.37089317,33.33737576,BLUE
1,6230.404354,4.413656897,32.59819293,37.70374924,BLUE
1,687.9102664,3.455985171,-148.1573218,56.77046944,BLUE
1,26801.49555,5.068806955,20.76975529,32.55184015,BLUE
1,54557.92977,5,114.4426426,18.50833384,BLUE
1,651.5783501,4.375343133,89.35734451,27.13471432,BLUE
1.408486954,49012.82904,5.6,17.90770206,15.43703352,BLUE
1.852547421,24846.60742,5.785254742,-7.042132432,10.49858176,BLUE
1,5297.956936,4.387593046,117.766771,19.64863704,BLUE
1.085103486,494.3291694,5.617020697,77.05904249,16.14403161,BLUE
1.614402407,151708.748,6.230081685,45.1159688,40.59659948,BLUE
1.071034889,850.2500096,4.170483734,-2.818795213,5.869448948,BLUE
1.394603449,18595.56351,5.64215862,37.91432319,-6.340174197,BLUE
1,25690.32501,5.268809733,89.59960037,24.94617088,BLUE
1,3810.990105,5.037071347,-4.881344435,26.27870525,BLUE
1.134281084,372.927493,3.014849734,103.9666838,-7.685763705,BLUE
1,3358.69274,5.569706568,120.5222517,3.488912584,BLUE
1,18398.92015,6.099505347,99.46523239,26.20088505,BLUE
1.147275564,68925.81001,5.650368458,18.0428226,15.12097428,BLUE
1.973076798,46769.58482,5.410769281,84.87211912,21.79941264,BLUE
1,27642.22791,5.527787752,70.64598601,-23.51462859,BLUE
1.016119267,122735.1501,6.416119267,-96.2055058,21.01780714,BLUE
1,18638.53058,6.024103805,77.83544043,16.09479557,BLUE
1.721631518,482.7730731,4.937057707,56.92843667,34.99670007,BLUE
1,1371169.77,7.460512041,-42.41911607,-5.854945717,BLUE
1.673746082,5872.845151,4.132625392,40.82402103,14.92042027,BLUE
1,2741.136859,5.5,26.22154345,12.0957398,BLUE
1,18442.69636,5.739503595,53.60190929,8.302239978,BLUE
1,153416.0405,7.453609941,120.8458899,29.69091427,BLUE
1.743536939,66.19814472,3.166598021,-98.250639,38.06439092,BLUE
1,1582.607069,5.72893605,105.0329051,27.45015448,BLUE
1,175677.3884,6.741393629,-57.59479097,0.365305162,BLUE
1.468717579,55151.79698,5.787487032,17.99025216,2.20245889,BLUE
1.78949306,907794.6157,7.873695836,-86.34484522,25.86743165,BLUE
1,24589.54568,5.662855083,22.74696098,7.44742571,BLUE
1,3173.179762,5.344076577,89.67389369,16.6089205,BLUE
1,9168.271315,6.109122619,-18.70452986,8.906202143,BLUE
1.5,21177.82759,5.148875186,78.58564643,31.44737559,BLUE
1.577462656,52.67273662,5.573253942,21.65231478,-7.232781599,BLUE
1.082736836,65571.48765,5.632378937,36.45283218,-7.273514052,BLUE
1,33212.32031,5.3484538,54.15265618,37.57928354,BLUE
1.697580489,27485.24513,5.8,4.484797916,1.410102741,BLUE
1,8878.913853,4.625363346,55.18991427,30.06253646,BLUE
1,32649.06311,5.635434131,72.24435587,20.83085173,BLUE
1,14580.26044,4.641144546,9.891945957,21.87356215,BLUE
1,173.1818086,4.428951373,-24.9022174,29.38915965,BLUE
1,3701.828498,4.707712265,122.2788775,12.57325245,BLUE
1,3638.570066,4.744078786,-79.1914675,-3.57201444,BLUE
1,14198.23025,5.637600151,-117.4876212,46.64431951,BLUE
1.726359582,25130.15569,5.445271916,13.70728874,11.58118142,BLUE
1.5,364988.4517,6.546350296,51.32509828,31.00982626,BLUE
1.458863838,269272.8303,7.009500443,32.57958303,-18.34670448,BLUE
1.5,48132.00114,5.554041594,23.32740127,6.622508805,BLUE
1.846768266,168421.1951,6.314524428,100.1402393,31.24365927,BLUE
1.588809394,45898.1654,6.364476242,7.152836324,29.90911658,BLUE
1.471510637,1248.135978,5.303136164,16.5947243,-6.272474884,BLUE
1,12915.10483,6.223253453,34.77306442,35.13192205,BLUE
1,99136.70923,5.437529427,-4.525796246,36.85738411,BLUE
1,4382.058662,5.854998785,89.6355551,23.12902129,BLUE
1,86195.91427,5.357428758,79.41336595,25.59722759,BLUE
1.666393831,235946.5668,6.733442467,116.6970035,20.73734185,BLUE
1.111475357,7238.373174,5.711475357,31.20187255,18.6229554,BLUE
1,19910.34648,5.16181435,115.0830821,-3.838274693,BLUE
1,838.2365367,4.429186755,126.2596787,27.86648169,BLUE
1,118679.4512,8.817491014,26.12882489,3.870777492,BLUE
1.420054039,18598.77335,5.839837882,33.65165577,-3.486949161,BLUE
1.010548869,147103.3991,5.808439095,135.9286737,35.24408758,BLUE
1.055240344,141028.2052,6.365721033,68.55790389,26.8760627,BLUE
1.628532737,47041.21334,6.051413095,4.750456209,50.05390668,BLUE
1.195166517,1622.057614,5.546283528,96.52360598,20.77768291,BLUE
1.255303731,17820.29265,6.259546716,42.16013741,30.86169777,BLUE
1.258358548,1693.713123,4.5,-1.355890937,-26.40308534,BLUE
1.492569071,229295.878,6.749256907,87.48120959,28.45399382,BLUE
1,2371.06931,4.371864878,-37.15372917,41.80015464,BLUE
1,34731.68336,5.4,-59.53013075,18.52837315,BLUE
1,9672.319196,4.736140378,40.40992622,34.71465053,BLUE
1.070102663,168304.2562,6.182266923,78.897286,17.66674631,BLUE
1,25244.34436,5.58136096,-34.56047323,23.04842795,BLUE
1,908.6308231,4.604590205,83.96744185,26.41858372,BLUE
1.546010089,3099.170001,5.763803027,32.73191469,40.89244058,BLUE
1.762446959,367.9954163,3.943670438,121.5894764,17.14221313,BLUE
1.126002028,3660.434322,4.587399797,-65.97603774,1.239289502,BLUE
1,4367.966536,5.960716157,91.14937501,23.45198786,BLUE
1,2685.180214,4.841733791,8.490815943,22.28115049,BLUE
1,848.4142626,3.894705024,-0.908033582,10.44880124,BLUE
1.716136341,47059.27326,5.802590877,15.56471083,20.63279648,BLUE
1.710342767,466.9660168,4.525508173,51.53085539,13.15845818,BLUE
1,42963.73463,5.457262877,9.428766575,5.324015556,BLUE
1,756.8267757,5.103933077,112.7770615,18.37484822,BLUE
1.770173274,28674.37087,6.047190602,72.12061334,27.32742787,BLUE
1,28874.8799,6.610532454,50.75691904,-22.69174055,BLUE
1.372173255,3156.062262,5.523303953,72.15271962,25.72799241,BLUE
2,472145.7183,7.198500178,-125.5063176,48.70214383,BLUE
1,2710.673601,4.730531748,32.77965229,6.60640312,BLUE
1.714561292,4700.361693,6.099228384,110.7644628,16.88057338,BLUE
1.185270355,83554.43443,5.56674332,42.7579161,30.56498893,BLUE
1,35516.90591,5.478643063,-30.94201038,17.41498166,BLUE
1,5485.897865,4.26561294,26.12881897,30.71805899,BLUE
1,179803.6481,6,-59.32445575,-12.06807025,BLUE
1.174289048,53354.3003,5.861433573,30.34523947,-12.02332599,BLUE
1.857146216,7736.712792,6.31428773,40.99552361,42.80843345,BLUE
1.927123782,310805.7925,6.414575244,139.5637261,-30.09967052,BLUE
1.030073475,3522.612237,5.56391183,-76.62133605,3.88965605,BLUE
1.57126047,913.8601951,5.371025128,5.249083064,5.253621235,BLUE
1.143001123,62771.53398,6.32870101,-45.64761727,4.854929807,BLUE
1.187274122,178362.176,6.187274122,9.665320462,-23.14695412,BLUE
1.202267737,487497.577,6.982040963,-8.554526761,5.482163898,BLUE
1,34005.65736,5.373478146,-18.47870128,36.88011734,BLUE
1,818691.8218,7.447789669,32.66224177,49.39071275,BLUE
1.556784911,12345.04919,4.955678491,14.51005828,18.6788123,BLUE
1.845120851,12950.41784,5.247806638,14.60561883,24.06676682,BLUE
1.102036806,16449.15765,4.961222084,86.51801731,40.94257802,BLUE
1.08756157,49109.89613,5.6,18.42567563,14.9283026,BLUE
1,582.2406252,4.130894154,-1.729730649,19.98822976,BLUE
1,23789.29751,5.144100853,22.5526782,40.77713927,BLUE
2,3705.57345,4.696386781,39.4075555,39.60074721,BLUE
1,120259.7979,6.574814355,1.15825393,12.33826372,BLUE
1.750331047,121739.0828,6.524966895,33.65259719,31.05163978,BLUE
1,44377.94135,5.631623673,99.15815164,14.18661679,BLUE
2,314291.1577,6.900065339,-41.86313844,-18.91149635,BLUE
1,14885.47002,4.9,15.52686162,15.44916907,BLUE
1.792594813,2618.7025,4.920740519,147.0280843,-19.24767063,BLUE
1.372671065,47091.66927,5.949068426,10.24622677,48.11421934,BLUE
1.375132882,436.2385454,3.649946847,54.47408621,4.347627698,BLUE
1.076024284,47411.24414,6.263156289,17.96028237,0.522564354,BLUE
1,2240.993928,4.954167641,-31.90748,37.22349071,BLUE
1,2724.843765,5.289268368,8.285899803,32.28675897,BLUE
1.906223474,233457.0996,6.753111737,102.3333409,24.11178798,BLUE
2,117017.6664,6.551386951,27.27468866,2.270226693,BLUE
1.07926035,4730.385276,5.576221895,20.01077758,-12.79423112,BLUE
1,31948.10358,5.012017736,119.0887207,9.368188778,BLUE
1,5964.697244,4.812067918,104.6806912,27.37565177,BLUE
1.396229532,16423.80616,5.262262281,-50.37122093,36.99146146,BLUE
2,40977.1874,5.547629331,-35.11438028,22.56015312,BLUE
1.908434552,3757.386972,5.271808373,81.09263522,29.25454623,BLUE
1.468069054,123715.2635,6.446806905,-21.05467433,11.51588177,BLUE
1,19856.62876,5.366299413,81.12218495,-2.867047078,BLUE
1,1926.814842,4.063366793,-53.24046228,9.814297443,BLUE
1.845507796,71172.0146,6.1,-2.26581843,39.90302945,BLUE
1,152.0936812,3.751273465,7.89273011,49.3689083,BLUE
1,6007.22836,5.10296895,96.84039586,33.49827348,BLUE
1.201544655,6457.25506,5.891430445,47.7657046,4.174626384,BLUE
1.499778852,18269.32422,5.200176919,3.13246819,-2.563261168,BLUE
1.384724447,16419.87648,5.269165332,-46.94392748,36.91780591,BLUE
1.301067148,139155.0345,7.103201445,44.85518512,0.129270616,BLUE
1,316.6309985,4.024084884,106.8116481,11.31100821,BLUE
1,32261.40148,5.631716655,86.92592468,15.75468462,BLUE
1,19727.74227,6.772582682,87.98987215,25.26125762,BLUE
2,112149.6857,6.661334512,31.3662928,-19.73154024,BLUE
1,4735.939829,4.329794222,10.25538181,19.98161871,BLUE
1,48129.913,5.702116151,18.40565648,30.36195781,BLUE
1.384870859,25668.53433,5.315461258,74.71341884,21.24315402,BLUE
1.5,18477.9053,5.564242287,35.76403451,-6.77937432,BLUE
1,5107.790495,4.298029198,88.18951928,28.25809629,BLUE
1,5641.665815,4.698724355,3.599710893,31.04277822,BLUE
1,2251644.333,7.659805592,-38.61077643,-7.094588824,BLUE
1.982544224,444327.5007,7.668579603,-88.93410944,5.087254463,BLUE
1,48213.46816,6.04092797,17.05516822,7.364493457,BLUE
1,560.9001909,4.363992949,105.134359,11.34919855,BLUE
1.419590197,55192.95839,5.671344316,34.92149538,5.941910524,BLUE
1,19576.52181,6.235728166,-62.75673788,24.81592784,BLUE
2,71455.04677,6.124971662,-6.781162863,38.0646258,BLUE
1.275480616,45629.19317,6.26528837,12.11653416,10.92466924,BLUE
1.381260722,47207.90173,5.713730701,26.53742628,-2.670697165,BLUE
1,42718.59126,5.3,17.09200672,5.090839627,BLUE
1,26077.40964,5.640642741,79.88137468,27.47503573,BLUE
1,162.4178103,3.4107256,81.40020515,23.71743579,BLUE
1.69584025,167295.2661,6.52582365,62.29020957,25.40168856,BLUE
2,312605.6795,6.540524875,95.76636549,-28.63820366,BLUE
1.17349605,12958.38355,6.23879684,105.3159034,35.4829872,BLUE
1,32251.43399,5.586074543,92.3406739,16.26142355,BLUE
1,3631.756823,4.798554224,-79.01356162,-3.174770832,BLUE
2,501255.1398,7.456837431,-122.5228032,53.76274868,BLUE
1.124615175,1534.092638,5.874153386,73.22915176,25.4662859,BLUE
1,9296.012687,6.62354111,-56.9314117,8.135287075,BLUE
1.77277142,13175.89241,6.627325704,17.0081881,30.22139561,BLUE
1.236933325,19892.90804,5.587106642,79.32037222,-7.54005455,BLUE
1,4104.299425,4.964521374,30.99705928,33.05631627,BLUE
1,779.6803005,6.082890777,4.329065725,22.29352376,BLUE
1.070855283,146827.4412,5.856684226,128.6949797,33.99774096,BLUE
1.806338741,17445.60029,5.780983777,38.6978129,20.16197756,BLUE
1,27226.35845,5.319849557,140.1200779,-40.29149807,BLUE
1,3654.194223,4.619155486,-79.59944202,-4.482975134,BLUE
1.826858561,143368.0231,6.461486849,38.01314247,18.37349681,BLUE
1,88485.2089,5.537632181,76.55858302,28.01863464,BLUE
1.887622026,1785.101411,4.679804759,-2.189865814,6.056544763,BLUE
1,44651.85362,5.83590208,117.4662768,11.15841806,BLUE
1,69180.43453,6.307050247,-9.436738078,33.6044424,BLUE
1.030103872,24996.65241,5.5,9.457172542,23.7202714,BLUE
1,14135.60047,5.473044627,-90.07166874,28.94139666,BLUE
1,2726.170141,5.300720744,8.255770509,32.57714161,BLUE
1.066794912,720.930621,4.420230842,1.840674615,43.18293703,BLUE
1,78898.75741,5.2,117.312077,34.71781514,BLUE
1,7360.588105,4.743950944,36.54929053,29.26039515,BLUE
1,532.6811767,4.89269993,94.35411982,12.54079353,BLUE
1,60978.65127,5.63175497,46.87375636,14.77998078,BLUE
1.848109235,28177.39956,5.397457994,96.75855936,4.061726271,BLUE
1,35317.1163,5.215851561,-88.78216094,14.24003353,BLUE
1,15272.48708,4.811514488,19.95284404,14.53428062,BLUE
1.739066976,12916.75525,4.843440186,43.80440647,16.34223628,BLUE
1,186743.4444,6.378028256,27.11246841,17.66097655,BLUE
1,4227.767206,5.209777646,54.04257511,34.26112226,BLUE
1.96336032,1746.959577,4.5,16.58289169,-5.409674148,BLUE
1.989715504,643.0786283,6.082516357,6.533742346,12.41725207,BLUE
1.283950027,19883.62271,5.723455078,71.41465485,-7.330262265,BLUE
1.293753837,2671.479079,4.9,51.469257,7.833308242,BLUE
1.18865523,125384.9093,6.58865523,-46.94072686,12.95548441,BLUE
2,3762.646317,5.993076192,-97.04522738,48.14826317,BLUE
1,15120.63158,4.831187944,18.75114944,13.3730355,BLUE
1.660028136,58643.46482,5.867994373,20.75770981,15.35734522,BLUE
1,4516.806526,4.215787881,51.63670074,38.5617901,BLUE
2,13094.37322,5.841316459,9.173677929,25.18397802,BLUE
1.130524263,414248.628,7.147790295,84.23585722,46.88946833,BLUE
1,792.4612309,6.26566133,41.86052722,26.74544705,BLUE
1.83457179,370.2678534,4.051857685,121.5705076,19.594756,BLUE
1,9343.449826,4.425806195,68.97661865,35.84947516,BLUE
1,310.2349111,4.898520706,-69.26593749,23.35621723,BLUE
1,12816.90832,5.215738389,91.13667191,20.73314147,BLUE
1,18391.90711,6.157178337,106.8126272,29.06828329,BLUE
1.46909577,7284.034148,6.06909577,72.85821344,32.01905844,BLUE
1,19746.35464,6.624514997,92.30621553,22.74921186,BLUE
1.837209011,760.1872279,6.718604505,103.8732017,18.83875155,BLUE
1,35696.10022,5.795212834,34.10744262,21.35545223,BLUE
1,153266.3752,7.414102685,121.2364711,29.82879668,BLUE
1,14139.43035,5.477653467,-91.21943116,29.06152804,BLUE
1.446714527,41911.82635,5.665985642,-6.576743323,16.81548084,BLUE
1.50151796,167929.3647,6.4,-2.44886231,17.56812661,BLUE
1,9529.866779,4.701336554,28.24014388,31.35957019,BLUE
